,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range
7467,0,0.6333333333333333,4,3,4,0.11318407960199005,0.057649667405764965,2,1,4,6,3,0,7,9,3,2
7468,1,0.2555555555555556,0,2,6,0.008084577114427859,0.006651884700665186,1,2,1,0,0,0,3,0,6,8
7469,0,0.7777777777777778,3,4,4,0.14365671641791045,0.06208425720620842,3,1,3,6,3,0,9,7,5,3
7470,1,0.1333333333333334,1,2,4,0.021766169154228854,0.004434589800443461,1,2,5,1,0,0,5,2,5,5
7471,1,0.22222222222222227,1,1,5,0.008084577114427859,0.004434589800443461,1,2,1,6,0,0,2,2,6,2
7472,0,0.4444444444444445,4,4,5,0.11504975124378108,0.03547671840354767,1,2,6,1,0,3,8,8,2,3
7473,1,0.04444444444444451,0,2,5,0.00746268656716418,0.004434589800443461,2,1,4,6,0,0,4,0,5,6
7474,1,0.43333333333333335,5,3,5,0.16728855721393035,0.03547671840354767,1,2,3,2,0,1,6,9,2,3
7475,1,0.2888888888888889,2,5,5,0.011194029850746266,0.008869179600886914,1,2,5,0,0,3,9,4,2,5
7476,1,0.5666666666666667,2,3,3,0.09639303482587064,0.04212860310421286,2,0,3,6,3,0,9,6,0,2
7477,0,0.4444444444444445,2,2,2,0.11007462686567164,0.0376940133037694,1,1,2,1,0,0,9,9,3,3
7478,1,0.2888888888888889,3,3,4,0.1082089552238806,0.028824833702882482,2,2,2,1,0,3,7,7,3,5
7479,1,0.1333333333333334,0,2,4,0.013681592039800995,0.0022172949002217286,1,3,4,1,0,0,5,0,7,5
7480,1,0.7444444444444445,5,6,6,0.10074626865671642,0.05986696230598669,3,1,6,6,1,0,9,8,3,2
7481,0,0.06666666666666671,2,4,5,0.029228855721393034,0.015521064301552106,1,2,5,6,0,3,8,4,3,5
7482,0,0.2444444444444445,4,4,4,0.1082089552238806,0.03104212860310421,1,2,3,1,0,3,9,9,2,3
7483,1,0.1555555555555556,4,4,4,0.11318407960199005,0.024390243902439025,1,0,5,2,1,0,9,9,0,0
7484,0,0.48888888888888893,1,2,4,0.031094527363184077,0.008869179600886914,2,0,3,1,0,0,5,2,0,5
7485,1,0.6555555555555556,1,4,5,0.03233830845771144,0.0376940133037694,2,0,4,0,0,0,8,2,0,5
7486,1,0.6888888888888889,3,4,5,0.5789800995024875,0.3436807095343681,2,1,6,6,3,0,8,6,5,3
7487,1,0.8222222222222222,4,4,5,0.10634328358208955,0.05321507760532151,1,2,5,6,0,3,8,8,2,3
7488,1,0.21111111111111114,3,3,5,0.06281094527363183,0.022172949002217293,0,3,2,1,0,3,6,6,4,3
7489,1,0.5666666666666667,3,4,5,0.0914179104477612,0.04656319290465632,1,1,4,6,0,3,8,6,2,3
7490,0,0.48888888888888893,3,2,3,0.07898009950248756,0.04656319290465632,0,3,6,6,0,3,6,9,3,3
7491,0,0.4222222222222223,1,5,6,0.019278606965174125,0.004434589800443461,2,0,1,1,1,0,8,1,0,2
7492,0,0.5555555555555556,3,3,4,0.11007462686567164,0.048780487804878044,2,0,4,6,3,0,7,7,0,2
7493,1,0.05555555555555558,1,5,6,0.04228855721393035,0.006651884700665186,1,1,2,3,3,0,8,1,3,1
7494,0,0.30000000000000004,2,4,4,0.0472636815920398,0.03325942350332594,2,0,5,6,3,0,9,5,0,3
7495,0,0.7666666666666666,5,5,5,0.13619402985074625,0.0687361419068736,2,2,3,6,3,3,9,9,2,3
7496,0,0.30000000000000004,4,4,5,0.08830845771144279,0.0376940133037694,2,1,3,6,3,0,8,8,3,2
7497,1,0.5,2,3,4,0.04291044776119403,0.008869179600886914,3,1,5,2,3,0,7,5,5,4
7498,0,0.8444444444444444,2,2,4,0.09017412935323382,0.05321507760532151,2,2,7,6,3,0,5,5,6,4
7499,1,0.4777777777777778,2,3,6,0.014303482587064674,0.006651884700665186,2,3,2,6,0,3,5,3,3,6
7500,1,0.04444444444444451,1,3,4,0.054104477611940295,0.015521064301552106,1,1,4,1,0,0,7,2,9,3
7501,1,0.2444444444444445,2,3,4,0.06716417910447761,0.028824833702882482,1,1,5,6,0,0,7,5,5,3
7502,0,0.4222222222222223,2,3,3,0.15049751243781095,0.03991130820399113,0,2,1,1,0,3,9,6,3,3
7503,1,0.3444444444444445,3,4,4,0.05845771144278607,0.028824833702882482,1,3,6,6,0,3,9,7,3,3
7504,1,0.3777777777777778,1,4,4,0.02052238805970149,0.006651884700665186,1,1,2,1,0,0,9,2,3,2
7505,0,0.1777777777777778,3,5,6,0.04539800995024876,0.022172949002217293,1,2,3,6,0,3,8,5,3,3
7506,0,0.8666666666666667,4,2,5,0.05037313432835821,0.05986696230598669,2,1,6,0,3,0,4,8,5,2
7507,1,0.2444444444444445,0,3,5,0.01305970149253731,0.011086474501108647,2,1,2,0,3,0,6,0,5,4
7508,1,0.6666666666666667,0,4,4,0.02798507462686567,0.03325942350332594,1,3,2,0,0,3,9,0,5,5
7509,0,0.8,4,5,5,0.125,0.07317073170731707,1,2,7,6,3,3,9,8,2,2
7510,0,0.4,3,5,5,0.33582089552238803,0.10864745011086474,2,1,3,1,3,0,9,6,3,3
7511,1,0.22222222222222227,0,6,6,0.02052238805970149,0.024390243902439025,1,1,5,0,0,0,9,0,2,5
7512,1,0.022222222222222254,1,4,6,0.011194029850746266,0.006651884700665186,2,1,1,6,0,0,6,1,5,5
7513,0,0.022222222222222254,4,4,6,0.029850746268656716,0.004434589800443461,1,3,4,3,3,3,6,6,4,1
7514,1,0.1777777777777778,1,4,5,0.01243781094527363,0.008869179600886914,2,0,4,6,3,0,8,2,0,3
7515,1,0.11111111111111116,1,5,6,0.018656716417910446,0.006651884700665186,1,3,3,6,3,3,8,1,5,1
7516,0,0.4444444444444445,2,3,3,0.10323383084577115,0.044345898004434586,1,1,3,6,0,0,9,6,3,3
7517,0,0.9,3,3,4,0.09639303482587064,0.0687361419068736,3,0,5,6,1,0,7,7,0,3
7518,0,0.9222222222222223,2,4,5,0.046019900497512436,0.05321507760532151,2,1,4,0,3,0,8,4,3,2
7519,0,0.8222222222222222,5,4,6,0.2356965174129353,0.0687361419068736,2,1,5,1,1,0,6,8,5,1
7520,1,0.5888888888888889,3,4,4,0.0845771144278607,0.048780487804878044,2,1,5,6,3,0,9,7,3,3
7521,0,0.43333333333333335,3,3,4,0.17786069651741293,0.03325942350332594,1,2,6,2,0,3,7,7,4,3
7522,1,0.7444444444444445,4,5,5,0.10572139303482586,0.05321507760532151,3,1,6,6,1,0,9,8,3,2
7523,1,0.6777777777777778,5,5,6,0.06778606965174129,0.05986696230598669,1,3,7,0,0,1,8,8,2,3
7524,1,0.10000000000000003,0,4,5,0.02052238805970149,0.004434589800443461,2,1,3,1,0,0,8,0,9,5
7525,1,0.41111111111111115,2,2,4,0.014303482587064674,0.011086474501108647,2,1,0,0,3,0,5,5,3,4
7526,1,0.6111111111111112,3,3,4,0.06343283582089553,0.044345898004434586,2,1,4,6,3,0,7,7,3,4
7527,1,0.12222222222222229,0,3,6,0.006840796019900494,0.006651884700665186,2,1,2,0,0,0,5,0,3,5
7528,1,0.6222222222222222,5,6,6,0.18967661691542287,0.044345898004434586,2,2,3,2,3,3,9,8,2,3
7529,1,0.35555555555555557,1,2,4,0.013681592039800995,0.006651884700665186,1,2,2,6,0,3,5,2,4,5
7530,0,0.5111111111111111,2,3,5,0.05223880597014925,0.06208425720620842,2,2,7,0,0,0,6,4,5,5
7531,1,0.6666666666666667,2,4,4,0.03731343283582089,0.044345898004434586,1,2,6,0,0,3,9,5,3,5
7532,1,0.5666666666666667,3,3,3,0.11131840796019901,0.048780487804878044,1,0,4,6,3,0,9,9,0,1
7533,1,0.4222222222222223,2,5,5,0.05534825870646766,0.008869179600886914,1,1,1,3,0,3,9,4,1,5
7534,1,0.7222222222222222,2,3,4,0.08395522388059701,0.07317073170731707,2,0,6,0,3,0,7,5,0,2
7535,1,0.2444444444444445,6,5,6,0.16791044776119401,0.028824833702882482,2,2,3,3,3,3,8,9,2,2
7536,0,0.6,4,4,5,0.05783582089552239,0.03991130820399113,3,1,4,6,3,3,8,8,2,3
7537,0,0.7777777777777778,2,4,4,0.15049751243781095,0.05321507760532151,0,2,4,1,0,3,9,5,3,3
7538,1,0.2555555555555556,0,3,3,0.011194029850746266,0.01995565410199556,1,1,6,0,0,0,9,0,5,5
7539,0,0.8888888888888888,3,3,6,0.0708955223880597,0.048780487804878044,4,1,7,6,3,0,5,5,3,5
7540,1,0.2555555555555556,1,4,4,0.060945273631840796,0.022172949002217293,2,0,3,6,3,0,9,2,0,4
7541,1,0.1555555555555556,0,3,3,0.0006218905472636788,0.0,1,1,4,0,0,0,9,0,5,5
7542,1,0.4222222222222223,1,4,5,0.01305970149253731,0.008869179600886914,4,0,6,6,1,0,8,2,0,4
7543,1,0.1444444444444445,2,4,5,0.04788557213930348,0.006651884700665186,2,2,6,3,0,3,8,4,3,6
7544,1,0.41111111111111115,3,4,4,0.07587064676616916,0.0376940133037694,2,0,3,6,3,0,9,7,0,2
7545,0,0.022222222222222254,0,2,5,0.005597014925373137,0.006651884700665186,2,1,5,0,0,0,4,0,5,5
7546,1,0.6111111111111112,3,3,5,0.041044776119402986,0.07317073170731707,2,1,5,0,3,0,6,6,5,4
7547,0,0.2444444444444445,1,4,5,0.036069651741293535,0.03104212860310421,2,1,6,0,0,0,8,2,5,5
7548,0,0.7555555555555555,3,4,5,0.16106965174129353,0.06208425720620842,1,2,6,6,0,3,8,6,3,3
7549,1,0.5777777777777777,3,5,5,0.08333333333333333,0.03547671840354767,1,2,4,6,0,3,9,6,3,3
7550,0,0.7333333333333334,3,4,5,0.2164179104477612,0.05321507760532151,2,0,4,1,3,0,8,6,0,2
7551,1,0.3777777777777778,3,5,6,0.12686567164179102,0.03325942350332594,2,0,6,1,3,0,8,5,0,2
7552,1,0.3777777777777778,0,3,6,0.00746268656716418,0.008869179600886914,2,1,5,0,0,0,5,0,9,5
7553,1,0.4777777777777778,2,3,3,0.05472636815920398,0.008869179600886914,2,1,3,3,3,0,9,6,3,4
7554,0,0.6777777777777778,4,4,5,0.0640547263681592,0.05543237250554324,1,3,4,0,0,1,8,8,3,3
7555,0,0.4777777777777778,2,4,5,0.03669154228855721,0.004434589800443461,1,1,1,3,3,0,8,4,3,2
7556,0,0.5555555555555556,0,1,3,0.03233830845771144,0.057649667405764965,0,1,4,0,0,0,3,0,9,2
7557,1,0.12222222222222229,2,3,5,0.036069651741293535,0.006651884700665186,2,2,4,2,0,3,6,4,4,5
7558,0,0.9888888888888889,2,3,4,0.04788557213930348,0.05543237250554324,2,1,5,0,3,0,7,5,5,2
7559,1,0.2666666666666667,3,3,4,0.03731343283582089,0.006651884700665186,1,2,5,2,0,3,7,7,3,2
7560,1,0.43333333333333335,0,2,5,0.01243781094527363,0.004434589800443461,2,2,1,6,0,0,4,0,9,5
7561,1,0.2555555555555556,4,5,5,0.0945273631840796,0.026607538802660754,1,2,5,1,0,3,9,8,2,3
7562,1,0.18888888888888894,3,4,6,0.018034825870646767,0.006651884700665186,2,2,3,6,3,3,6,5,2,3
7563,0,0.5777777777777777,2,3,4,0.1181592039800995,0.04656319290465632,1,1,4,6,0,0,7,5,5,3
7564,1,0.1444444444444445,3,2,4,0.06343283582089553,0.017738359201773836,1,1,6,1,0,3,5,7,2,3
7565,2,0.5111111111111111,1,4,4,0.03296019900497513,0.0376940133037694,0,3,5,0,0,3,9,2,3,3
7566,0,0.30000000000000004,3,4,5,0.08395522388059701,0.04212860310421286,2,2,4,6,3,0,8,6,5,3
7567,0,0.06666666666666671,2,6,6,0.04228855721393035,0.017738359201773836,2,1,6,6,3,0,9,3,3,2
7568,0,0.5111111111111111,1,4,5,0.009328358208955223,0.03325942350332594,1,1,4,0,0,3,8,2,2,5
7569,1,0.22222222222222227,1,3,3,0.01305970149253731,0.004434589800443461,1,2,6,6,0,3,9,3,4,5
7570,0,0.7444444444444445,0,3,3,0.009950248756218902,0.03547671840354767,2,0,5,0,0,0,9,0,0,5
7571,1,0.6444444444444445,5,5,5,0.1691542288557214,0.048780487804878044,2,2,5,1,3,3,9,9,2,3
7572,1,0.0,1,5,5,0.018034825870646767,0.004434589800443461,1,1,3,1,0,3,9,2,2,5
7573,1,0.07777777777777783,0,2,5,0.00746268656716418,0.004434589800443461,3,2,2,6,3,0,4,0,9,6
7574,1,0.1444444444444445,2,5,5,0.05597014925373134,0.022172949002217293,2,0,3,6,3,0,9,4,0,3
7575,1,0.4666666666666667,5,5,5,0.10883084577114427,0.04656319290465632,2,2,5,6,3,3,9,9,3,2
7576,1,0.11111111111111116,2,3,4,0.023009950248756218,0.004434589800443461,0,3,5,1,0,3,7,5,4,2
7577,0,0.6888888888888889,2,3,5,0.09328358208955223,0.04656319290465632,2,0,5,6,3,0,6,4,0,2
7578,1,0.011111111111111183,3,4,5,0.04788557213930348,0.015521064301552106,2,2,6,1,3,3,8,6,3,3
7579,1,0.5666666666666667,3,5,5,0.11194029850746268,0.048780487804878044,1,1,3,6,0,3,9,6,1,3
7580,1,0.0,2,3,5,0.054104477611940295,0.013303769401330379,2,1,1,1,0,0,6,4,5,5
7581,0,0.5555555555555556,1,3,4,0.11256218905472637,0.044345898004434586,1,2,6,6,0,0,7,2,5,5
7582,0,0.3444444444444445,1,4,4,0.03233830845771144,0.0376940133037694,2,1,4,0,0,0,9,2,3,5
7583,1,0.8111111111111111,4,4,5,0.17848258706467662,0.06208425720620842,1,2,4,1,3,3,8,8,4,1
7584,1,0.3666666666666667,1,3,3,0.04415422885572139,0.03104212860310421,1,1,3,6,0,0,9,3,5,3
7585,0,0.7222222222222222,1,3,5,0.07524875621890548,0.05321507760532151,1,2,3,6,0,3,6,2,3,5
7586,1,0.2444444444444445,4,4,5,0.06343283582089553,0.044345898004434586,2,3,5,6,3,3,8,8,4,3
7587,1,0.6666666666666667,1,1,2,0.054104477611940295,0.0376940133037694,1,0,5,6,0,0,5,5,0,5
7588,1,0.32222222222222224,1,3,4,0.008084577114427859,0.008869179600886914,0,2,4,0,0,3,7,2,4,5
7589,1,0.18888888888888894,2,4,5,0.03731343283582089,0.008869179600886914,4,1,3,1,3,0,8,4,3,5
7590,1,0.23333333333333336,3,5,5,0.05223880597014925,0.026607538802660754,3,1,5,6,3,0,9,6,3,3
7591,1,0.03333333333333338,5,5,5,0.13557213930348258,0.017738359201773836,2,2,4,4,3,3,9,9,2,3
7592,1,0.1666666666666667,3,3,4,0.23631840796019898,0.0687361419068736,1,2,6,1,0,3,7,7,3,3
7593,0,0.4666666666666667,3,3,3,0.17164179104477612,0.03991130820399113,1,2,4,2,0,3,9,9,3,3
7594,0,0.1555555555555556,4,4,5,0.12686567164179102,0.024390243902439025,3,0,4,2,1,0,8,8,0,2
7595,1,0.8111111111111111,3,2,4,0.08830845771144279,0.06208425720620842,2,0,5,6,3,0,5,7,0,2
7596,1,0.022222222222222254,1,4,6,0.015547263681592038,0.004434589800443461,1,2,1,1,0,0,6,1,5,5
7597,0,0.33333333333333337,2,6,6,0.07711442786069651,0.026607538802660754,2,0,5,1,3,0,9,3,0,3
7598,1,0.1666666666666667,1,2,6,0.006840796019900494,0.004434589800443461,1,3,3,6,0,3,3,1,5,5
7599,1,0.04444444444444451,0,2,4,0.004975124378109451,0.0022172949002217286,1,2,2,6,0,0,5,0,9,5
7600,0,0.8888888888888888,5,3,5,0.15236318407960198,0.05986696230598669,2,2,6,6,3,3,6,9,3,2
7601,1,0.20000000000000004,1,4,5,0.018656716417910446,0.008869179600886914,3,0,1,6,3,0,8,2,0,4
7602,1,0.011111111111111183,0,3,3,0.015547263681592038,0.008869179600886914,1,2,2,6,0,0,9,0,5,5
7603,1,0.4,2,5,5,0.06778606965174129,0.03991130820399113,1,1,6,6,0,0,9,4,3,3
7604,0,0.3666666666666667,2,4,4,0.0572139303482587,0.028824833702882482,1,1,7,6,0,3,9,5,1,5
7605,0,0.3777777777777778,3,3,5,0.07711442786069651,0.044345898004434586,3,1,1,6,3,0,6,6,3,4
7606,1,0.4555555555555556,2,2,3,0.04228855721393035,0.008869179600886914,3,0,0,1,3,0,6,6,0,4
7607,1,0.18888888888888894,0,3,4,0.006840796019900494,0.004434589800443461,3,1,1,6,3,0,7,0,5,6
7608,1,0.32222222222222224,4,5,5,0.06281094527363183,0.026607538802660754,0,2,6,6,0,1,9,8,1,6
7609,0,0.6333333333333333,1,2,3,0.08022388059701492,0.04656319290465632,2,0,4,6,3,0,6,3,0,3
7610,1,0.10000000000000003,3,4,4,0.07835820895522388,0.01995565410199556,1,1,4,1,3,0,9,7,3,1
7611,0,0.3666666666666667,2,3,3,0.05037313432835821,0.028824833702882482,0,2,4,6,0,3,9,6,3,1
7612,0,0.6444444444444445,3,3,3,0.1082089552238806,0.04656319290465632,2,1,7,6,3,0,9,9,3,3
7613,1,0.1444444444444445,1,3,4,0.013681592039800995,0.006651884700665186,1,0,1,6,3,0,7,2,0,2
7614,0,0.23333333333333336,2,2,2,0.05161691542288557,0.024390243902439025,0,2,3,6,0,3,9,9,3,2
7615,1,0.9888888888888889,3,2,6,0.060945273631840796,0.07095343680709534,2,1,4,0,3,0,3,5,3,2
7616,0,0.43333333333333335,2,5,5,0.048507462686567165,0.028824833702882482,2,1,3,6,3,0,9,4,3,4
7617,0,0.2666666666666667,0,0,3,0.006840796019900494,0.011086474501108647,0,1,2,0,0,0,0,0,5,4
7618,1,0.3666666666666667,1,2,3,0.013681592039800995,0.011086474501108647,1,1,3,0,0,0,6,3,9,3
7619,1,0.4777777777777778,2,5,6,0.08395522388059701,0.03547671840354767,1,2,2,6,0,3,8,3,3,3
7620,1,0.8333333333333333,6,4,6,0.16666666666666666,0.06430155210643015,2,2,5,6,3,3,6,9,2,2
7621,1,0.12222222222222229,0,4,4,0.002487562189054722,0.004434589800443461,1,2,1,0,0,0,9,0,5,5
7622,0,0.3777777777777778,4,4,4,0.06965174129353234,0.03104212860310421,3,1,4,6,3,0,9,9,3,3
7623,1,0.33333333333333337,2,6,6,0.1013681592039801,0.044345898004434586,0,2,1,6,0,3,9,3,3,3
7624,1,0.7666666666666666,3,3,5,0.11629353233830846,0.057649667405764965,2,1,5,6,3,3,6,6,1,4
7625,0,0.2888888888888889,2,2,2,0.06281094527363183,0.026607538802660754,1,1,2,6,0,0,9,9,3,3
7626,1,0.7222222222222222,3,5,5,0.05970149253731343,0.05321507760532151,2,3,4,0,0,3,9,6,3,5
7627,0,0.4777777777777778,1,4,5,0.023009950248756218,0.013303769401330379,1,0,3,6,3,0,8,2,0,1
7628,1,0.43333333333333335,5,4,6,0.05783582089552239,0.006651884700665186,2,3,5,4,3,3,6,8,3,3
7629,1,0.22222222222222227,4,5,5,0.06281094527363183,0.026607538802660754,1,3,5,6,0,3,9,8,3,3
7630,1,0.2777777777777778,5,4,6,0.09017412935323382,0.028824833702882482,3,2,5,1,1,0,6,8,5,2
7631,1,0.23333333333333336,2,2,4,0.019278606965174125,0.006651884700665186,1,1,1,6,0,0,5,5,3,2
7632,1,0.18888888888888894,2,3,4,0.06840796019900497,0.026607538802660754,2,1,1,6,0,3,7,5,2,5
7633,1,0.18888888888888894,3,3,3,0.03917910447761194,0.006651884700665186,0,2,3,2,0,3,9,9,2,5
7634,0,0.5666666666666667,4,5,5,0.05472636815920398,0.03104212860310421,0,4,4,6,0,1,9,8,3,5
7635,1,0.06666666666666671,4,4,4,0.10509950248756218,0.017738359201773836,2,1,1,3,3,3,9,9,1,3
7636,2,0.3666666666666667,4,5,5,0.04228855721393035,0.0376940133037694,1,1,6,0,3,3,9,8,1,1
7637,0,0.18888888888888894,2,4,5,0.031716417910447756,0.004434589800443461,2,2,3,3,0,3,8,4,2,5
7638,0,0.3888888888888889,0,2,3,0.005597014925373137,0.006651884700665186,2,0,1,0,0,0,6,0,0,5
7639,2,0.2444444444444445,4,4,4,0.09266169154228855,0.028824833702882482,3,1,6,1,3,0,9,9,3,3
7640,1,0.5888888888888889,2,4,5,0.04291044776119403,0.050997782705099776,2,1,3,0,0,3,8,4,1,5
7641,0,0.03333333333333338,2,4,5,0.05223880597014925,0.017738359201773836,2,1,2,1,0,0,8,4,3,5
7642,1,0.11111111111111116,0,5,5,0.005597014925373137,0.0022172949002217286,1,2,7,6,0,0,9,0,5,5
7643,1,0.2888888888888889,2,2,3,0.031716417910447756,0.006651884700665186,0,3,2,2,0,3,6,6,4,5
7644,1,0.2444444444444445,1,2,6,0.005597014925373137,0.0022172949002217286,1,1,7,6,0,0,3,1,9,3
7645,1,0.1555555555555556,0,3,5,0.010572139303482588,0.006651884700665186,1,3,1,6,0,3,6,0,5,5
7646,0,0.4,3,5,5,0.07338308457711443,0.04212860310421286,0,2,3,6,0,3,9,6,2,5
7647,1,0.05555555555555558,1,2,5,0.011194029850746266,0.006651884700665186,3,1,3,6,3,0,4,2,9,5
7648,0,0.6222222222222222,3,3,3,0.13743781094527363,0.048780487804878044,1,2,4,1,0,3,9,9,3,3
7649,1,0.3888888888888889,1,2,4,0.008084577114427859,0.008869179600886914,1,1,7,0,0,0,5,2,3,5
7650,0,0.5444444444444445,3,6,6,0.10074626865671642,0.044345898004434586,1,2,5,6,0,3,9,5,3,3
7651,1,0.20000000000000004,1,3,4,0.016791044776119403,0.004434589800443461,1,2,7,1,0,0,7,2,5,5
7652,1,0.03333333333333338,3,3,6,0.041666666666666664,0.006651884700665186,1,3,2,3,0,3,5,5,3,3
7653,1,0.1555555555555556,2,2,4,0.2736318407960199,0.07317073170731707,1,2,1,1,0,3,5,5,4,5
7654,0,0.5666666666666667,3,3,4,0.07898009950248756,0.04656319290465632,1,2,3,6,0,3,7,7,4,3
7655,1,0.22222222222222227,3,5,5,0.04539800995024876,0.022172949002217293,1,1,7,6,0,3,9,6,1,3
7656,1,0.8111111111111111,1,5,5,0.03669154228855721,0.06430155210643015,2,2,4,0,3,3,9,2,4,3
7657,1,0.18888888888888894,0,4,6,0.015547263681592038,0.006651884700665186,3,2,2,6,3,0,6,0,9,3
7658,0,0.0888888888888889,2,3,5,0.0640547263681592,0.026607538802660754,1,3,3,6,0,3,6,4,5,5
7659,0,0.30000000000000004,1,5,5,0.023631840796019897,0.026607538802660754,2,2,5,0,3,3,9,2,4,3
7660,1,0.8111111111111111,5,2,6,0.15049751243781095,0.06651884700665188,2,1,6,6,3,0,3,8,3,2
7661,1,0.48888888888888893,2,2,4,0.02052238805970149,0.03547671840354767,2,1,5,0,3,0,5,5,5,3
7662,0,0.9444444444444444,2,2,3,0.12437810945273632,0.05543237250554324,2,1,4,6,0,0,6,6,3,5
7663,0,0.7777777777777778,5,5,5,0.5920398009950248,0.17516629711751663,2,2,3,1,3,3,9,9,2,3
7664,1,0.05555555555555558,0,5,6,0.00746268656716418,0.0022172949002217286,2,2,1,6,0,3,8,0,2,5
7665,1,0.4555555555555556,3,4,4,0.07338308457711443,0.04212860310421286,0,3,4,6,0,3,9,7,3,5
7666,1,0.4444444444444445,5,4,5,0.18034825870646765,0.04212860310421286,2,3,1,2,3,3,8,9,3,3
7667,0,0.05555555555555558,4,2,5,0.07649253731343283,0.024390243902439025,1,3,6,1,0,3,4,8,4,5
7668,1,0.2666666666666667,0,4,5,0.018034825870646767,0.004434589800443461,1,1,5,1,0,0,8,0,5,5
7669,1,0.5222222222222223,3,4,4,0.05037313432835821,0.03547671840354767,1,2,4,6,0,3,9,7,2,3
7670,2,0.6444444444444445,2,5,5,0.03793532338308457,0.06651884700665188,2,1,2,0,3,0,9,4,3,2
7671,0,0.4555555555555556,3,3,3,0.09950248756218905,0.0376940133037694,1,1,4,6,0,3,9,9,1,3
7672,0,0.5222222222222223,3,3,5,0.05223880597014925,0.04656319290465632,3,1,4,0,3,0,6,6,3,4
7673,0,0.8666666666666667,3,3,6,0.11753731343283583,0.050997782705099776,0,3,4,6,0,1,5,5,3,4
7674,0,0.4,4,5,5,0.16106965174129353,0.03991130820399113,3,1,6,1,3,0,9,8,3,3
7675,1,0.32222222222222224,0,3,3,0.026741293532338308,0.004434589800443461,1,0,0,2,0,0,9,0,0,2
7676,1,0.5,4,4,4,0.09888059701492537,0.0376940133037694,2,2,4,6,3,3,9,9,3,3
7677,1,0.1555555555555556,0,3,4,0.011194029850746266,0.004434589800443461,0,3,3,6,0,3,7,0,4,3
7678,0,0.5333333333333333,5,5,5,0.06716417910447761,0.04656319290465632,3,2,2,6,3,3,9,9,3,3
7679,0,0.9888888888888889,2,4,5,0.0404228855721393,0.07095343680709534,2,2,4,0,3,0,8,4,6,3
7680,0,0.3888888888888889,3,4,6,0.04415422885572139,0.006651884700665186,2,2,4,2,0,3,6,5,2,6
7681,0,0.32222222222222224,2,3,3,0.12935323383084577,0.03104212860310421,0,2,5,1,0,3,9,6,3,6
7682,1,0.48888888888888893,3,3,4,0.0914179104477612,0.03991130820399113,1,2,3,6,0,3,7,7,3,3
7683,1,0.5444444444444445,4,3,5,0.09514925373134328,0.04656319290465632,3,1,5,6,3,0,6,8,5,3
7684,1,0.6888888888888889,1,2,3,0.07898009950248756,0.0687361419068736,1,1,6,0,0,0,6,3,5,5
7685,0,0.05555555555555558,1,1,4,0.04788557213930348,0.01995565410199556,2,1,1,6,0,0,2,2,9,5
7686,0,0.5444444444444445,4,4,5,0.15796019900497513,0.050997782705099776,1,2,3,1,0,3,8,8,2,3
7687,0,0.07777777777777783,1,2,3,0.011815920398009952,0.008869179600886914,3,0,5,0,3,0,6,3,0,5
7688,1,0.011111111111111183,1,2,6,0.013681592039800995,0.006651884700665186,1,3,1,6,0,3,3,1,5,5
7689,1,0.5666666666666667,5,6,6,0.07338308457711443,0.050997782705099776,1,3,2,6,3,1,9,8,2,1
7690,1,0.11111111111111116,3,3,4,0.02487562189054726,0.004434589800443461,0,2,5,2,0,3,7,7,2,1
7691,0,0.9111111111111111,1,3,4,0.06343283582089553,0.05543237250554324,0,1,4,0,0,0,7,2,3,1
7692,0,0.5222222222222223,3,4,4,0.15422885572139303,0.048780487804878044,2,1,5,1,3,0,9,7,3,3
7693,0,0.5222222222222223,0,1,2,0.01492537313432836,0.05321507760532151,0,1,5,0,0,0,5,0,5,3
7694,0,0.5444444444444445,4,5,5,0.11069651741293532,0.0376940133037694,1,2,3,1,0,3,9,8,2,3
7695,0,0.48888888888888893,2,2,5,0.01305970149253731,0.011086474501108647,1,2,3,0,0,3,4,4,3,3
7696,0,0.3777777777777778,0,2,4,0.0012437810945273645,0.004434589800443461,2,1,7,0,0,0,5,0,5,6
7697,0,0.35555555555555557,4,2,6,0.1691542288557214,0.03991130820399113,1,2,4,2,0,3,3,6,4,2
7698,1,0.4,2,3,3,0.12748756218905472,0.0376940133037694,1,1,2,1,0,0,9,6,3,3
7699,1,0.03333333333333338,1,2,3,0.04415422885572139,0.017738359201773836,1,1,4,6,0,0,6,3,3,5
7700,1,0.6888888888888889,2,4,4,0.05845771144278607,0.050997782705099776,1,2,5,0,3,3,9,5,4,2
7701,1,0.03333333333333338,0,2,4,0.027363184079601987,0.006651884700665186,1,2,5,1,0,0,5,0,5,5
7702,1,0.35555555555555557,6,5,6,0.1281094527363184,0.03325942350332594,2,3,5,1,3,1,8,9,2,4
7703,1,0.1444444444444445,0,1,4,0.0031094527363184077,0.0022172949002217286,1,1,4,0,0,0,2,0,9,8
7704,0,0.011111111111111183,2,2,2,0.041666666666666664,0.013303769401330379,0,1,5,1,0,3,9,9,1,8
7705,0,0.3444444444444445,5,5,5,0.1181592039800995,0.026607538802660754,1,2,4,2,0,1,9,9,1,3
7706,0,0.30000000000000004,2,4,4,0.030472636815920398,0.03547671840354767,1,1,7,0,0,3,9,5,1,5
