,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range
5754,F,84000,0,4,4,124,24,1,2,80+,5-9,0-4,0-4,90-100,0-9,50-59,50-59
5755,F,87000,3,3,3,90,22,2,0,60-69,0-4,5-9,0-4,90-100,90-100,0-9,20-29
5756,M,57000,1,4,4,36,12,3,0,40-49,0-4,5-9,0-4,90-100,20-29,0-9,40-49
5757,F,65000,0,4,5,74,14,2,1,70-79,5-9,5-9,0-4,80-89,0-9,50-59,20-29
5758,M,40000,3,4,6,52,8,2,2,11-19,5-9,5-9,0-4,60-69,50-59,50-59,40-49
5759,M,35000,0,3,5,14,1,3,2,20-29,5-9,5-9,0-4,60-69,0-9,60-69,60-69
5760,F,72000,4,4,6,89,22,3,2,60-69,0-4,10-14,0-4,60-69,60-69,50-59,30-39
5761,M,52000,2,5,5,18,2,2,2,50-59,5-9,0-4,5-9,90-100,40-49,30-39,50-59
5762,F,75000,2,4,4,139,19,1,0,50-59,5-9,5-9,0-4,90-100,50-59,0-9,10-19
5763,M,74000,3,4,5,88,4,1,3,20-29,15-19,0-4,5-9,80-89,60-69,30-39,30-39
5764,F,51000,0,1,1,36,12,0,0,60-69,0-4,0-4,0-4,90-100,0-9,0-9,30-39
5765,M,57000,2,3,5,153,13,2,0,30-39,10-14,5-9,0-4,60-69,40-49,0-9,40-49
5766,F,77000,4,4,6,107,17,2,1,50-59,5-9,5-9,5-9,60-69,60-69,10-19,40-49
5767,M,43000,0,2,4,22,3,2,2,30-39,5-9,0-4,0-4,50-59,0-9,60-69,60-69
5768,M,56000,2,4,4,71,17,2,2,70-79,0-4,5-9,5-9,90-100,50-59,40-49,40-49
5769,M,31000,0,5,6,33,2,2,0,60-69,10-14,5-9,0-4,80-89,0-9,0-9,30-39
5770,M,72000,1,4,5,33,4,2,2,20-29,5-9,0-4,0-4,80-89,20-29,50-59,50-59
5771,F,66000,5,3,5,126,14,1,3,80+,5-9,5-9,5-9,60-69,90-100,40-49,10-19
5772,F,55000,2,3,3,57,14,2,0,40-49,0-4,5-9,0-4,90-100,60-69,0-9,20-29
5773,M,58000,2,3,6,32,4,3,1,30-39,5-9,5-9,0-4,50-59,30-39,50-59,50-59
5774,F,46000,0,2,4,17,2,2,1,11-19,5-9,0-4,0-4,50-59,0-9,50-59,60-69
5775,M,70000,3,4,4,208,20,1,1,50-59,10-14,5-9,0-4,90-100,70-79,30-39,10-19
5776,F,72000,2,0,5,52,17,1,2,70-79,0-4,0-4,5-9,0-9,40-49,40-49,90-100
5777,F,54000,3,4,4,41,2,1,1,60-69,10-14,0-4,5-9,90-100,70-79,10-19,50-59
5778,F,87000,4,4,4,203,22,2,2,40-49,5-9,5-9,5-9,90-100,90-100,30-39,30-39
5779,M,32000,6,4,6,169,7,2,3,30-39,20-24,5-9,10-14,60-69,90-100,20-29,40-49
5780,M,38000,0,4,5,46,2,2,1,40-49,15-19,5-9,0-4,80-89,0-9,90-100,20-29
5781,M,118000,3,3,6,106,21,1,1,80+,5-9,5-9,0-4,50-59,50-59,50-59,10-19
5782,M,67000,0,3,4,14,4,1,3,70-79,0-4,0-4,5-9,70-79,0-9,60-69,50-59
5783,M,49000,0,6,6,14,2,1,2,70-79,5-9,0-4,5-9,90-100,0-9,30-39,50-59
5784,F,58000,2,3,3,185,15,0,1,30-39,10-14,0-4,5-9,90-100,60-69,10-19,50-59
5785,M,39000,3,6,6,69,7,4,1,70-79,5-9,10-14,0-4,90-100,50-59,50-59,30-39
5786,M,56000,2,4,4,78,15,2,1,40-49,5-9,5-9,0-4,90-100,50-59,30-39,40-49
5787,M,36000,5,3,5,94,8,1,3,70-79,10-14,0-4,10-14,60-69,90-100,30-39,30-39
5788,M,53000,1,3,5,57,14,2,1,40-49,0-4,5-9,0-4,60-69,20-29,50-59,40-49
5789,M,57000,3,3,4,54,3,2,1,30-39,15-19,0-4,5-9,70-79,70-79,10-19,50-59
5790,M,63000,3,3,3,108,15,1,2,70-79,5-9,0-4,5-9,90-100,90-100,30-39,30-39
5791,M,38000,1,3,4,34,2,1,2,60-69,10-14,0-4,0-4,70-79,20-29,50-59,50-59
5792,M,79000,4,4,4,120,20,2,2,40-49,5-9,5-9,5-9,90-100,90-100,30-39,30-39
5793,F,60000,5,4,5,165,15,3,2,50-59,10-14,5-9,5-9,80-89,90-100,30-39,30-39
5794,F,69000,3,3,3,220,20,0,3,50-59,10-14,0-4,5-9,90-100,90-100,30-39,30-39
5795,M,46000,1,4,5,52,2,1,2,20-29,15-19,0-4,0-4,80-89,20-29,50-59,50-59
5796,M,33000,2,4,5,51,3,1,1,20-29,15-19,0-4,5-9,80-89,40-49,10-19,50-59
5797,M,55000,1,1,3,27,2,1,1,30-39,10-14,0-4,0-4,30-39,30-39,90-100,50-59
5798,M,44000,3,3,4,202,11,0,2,60-69,15-19,0-4,5-9,70-79,70-79,20-29,50-59
5799,O,56000,5,6,6,113,12,3,1,70-79,5-9,10-14,0-4,90-100,80-89,30-39,20-29
5800,M,57000,4,4,6,132,14,2,2,50-59,5-9,5-9,5-9,60-69,60-69,20-29,40-49
5801,M,93000,2,4,4,87,21,1,2,50-59,0-4,0-4,5-9,90-100,50-59,40-49,30-39
5802,M,76000,0,4,4,44,22,2,1,70-79,0-4,0-4,0-4,90-100,0-9,50-59,50-59
5803,M,61000,3,4,6,198,10,2,2,40-49,15-19,0-4,5-9,60-69,50-59,30-39,50-59
5804,M,67000,0,3,4,21,3,2,1,20-29,5-9,5-9,0-4,70-79,0-9,90-100,30-39
5805,M,55000,0,2,4,11,2,0,1,11-19,0-4,0-4,0-4,50-59,0-9,90-100,30-39
5806,M,95000,2,2,2,904,90,1,1,70-79,10-14,0-4,0-4,90-100,90-100,30-39,30-39
5807,M,92000,4,4,4,332,22,2,2,70-79,15-19,5-9,5-9,90-100,90-100,30-39,30-39
5808,M,65000,4,4,5,211,15,2,2,40-49,10-14,5-9,5-9,80-89,80-89,40-49,30-39
5809,O,90000,2,3,4,55,27,1,2,50-59,0-4,0-4,5-9,70-79,50-59,40-49,30-39
5810,F,59000,5,5,6,275,16,3,2,30-39,15-19,5-9,5-9,80-89,80-89,40-49,30-39
5811,M,58000,3,3,3,137,17,2,1,50-59,5-9,5-9,0-4,90-100,90-100,30-39,30-39
5812,M,85000,3,5,6,175,21,3,1,50-59,5-9,5-9,0-4,80-89,50-59,30-39,30-39
5813,F,114000,2,4,4,103,25,2,0,70-79,0-4,5-9,0-4,90-100,50-59,0-9,30-39
5814,M,46000,2,2,4,37,2,1,3,50-59,10-14,0-4,5-9,50-59,50-59,50-59,50-59
5815,M,59000,0,3,4,13,2,3,1,20-29,5-9,5-9,0-4,70-79,0-9,50-59,60-69
5816,O,83000,0,5,5,20,20,2,0,50-59,0-4,0-4,0-4,90-100,0-9,0-9,50-59
5817,F,70000,3,5,5,224,18,1,2,60-69,10-14,0-4,5-9,90-100,60-69,30-39,30-39
5818,F,83000,2,4,4,140,20,1,2,60-69,5-9,0-4,5-9,90-100,50-59,40-49,30-39
5819,M,47000,1,1,2,29,2,0,2,20-29,10-14,0-4,0-4,50-59,50-59,50-59,30-39
5820,F,73000,2,6,6,105,21,2,0,80+,5-9,5-9,0-4,90-100,30-39,0-9,30-39
5821,M,62000,4,5,5,199,18,2,1,70-79,10-14,5-9,5-9,90-100,80-89,10-19,30-39
5822,M,33000,0,3,3,13,2,1,1,11-19,5-9,0-4,0-4,90-100,0-9,50-59,50-59
5823,M,57000,4,6,6,402,28,2,1,60-69,10-14,5-9,5-9,90-100,60-69,10-19,30-39
5824,M,45000,0,3,3,40,3,2,1,40-49,10-14,0-4,0-4,90-100,0-9,50-59,50-59
5825,M,30000,0,1,2,64,6,1,1,30-39,10-14,0-4,0-4,50-59,0-9,90-100,50-59
5826,M,37000,0,4,5,8,1,1,3,40-49,5-9,0-4,5-9,80-89,0-9,40-49,50-59
5827,M,39000,4,3,5,125,8,2,2,20-29,15-19,5-9,5-9,60-69,80-89,40-49,40-49
5828,F,40000,1,2,3,42,3,1,2,40-49,10-14,0-4,0-4,60-69,30-39,50-59,50-59
5829,F,53000,0,4,4,33,2,3,0,80+,15-19,5-9,0-4,90-100,0-9,0-9,30-39
5830,M,61000,4,5,5,187,17,2,1,20-29,10-14,5-9,5-9,90-100,80-89,10-19,30-39
5831,F,76000,4,4,5,243,20,1,3,50-59,10-14,0-4,5-9,80-89,80-89,30-39,30-39
5832,M,64000,0,2,4,5,1,2,1,60-69,0-4,0-4,0-4,50-59,0-9,90-100,50-59
5833,M,49000,4,3,4,145,10,3,1,20-29,10-14,5-9,0-4,70-79,90-100,50-59,30-39
5834,F,53000,4,5,5,73,12,1,2,70-79,5-9,5-9,5-9,90-100,80-89,30-39,10-19
5835,F,62000,4,3,4,80,4,1,2,30-39,20-24,5-9,5-9,70-79,90-100,40-49,10-19
5836,F,51000,2,1,4,115,19,2,2,40-49,5-9,0-4,0-4,20-29,50-59,60-69,50-59
5837,M,48000,0,1,4,9,4,1,2,40-49,0-4,0-4,0-4,20-29,0-9,60-69,50-59
5838,M,35000,4,4,5,113,9,3,1,60-69,10-14,10-14,0-4,80-89,80-89,30-39,30-39
5839,M,61000,0,2,3,119,17,0,2,40-49,5-9,0-4,0-4,60-69,0-9,60-69,30-39
5840,F,93000,3,3,4,139,23,1,2,50-59,5-9,0-4,5-9,70-79,70-79,40-49,30-39
5841,M,70000,2,5,5,63,4,3,1,70-79,15-19,5-9,0-4,90-100,40-49,30-39,40-49
5842,M,72000,4,3,5,199,18,0,2,50-59,10-14,0-4,10-14,60-69,80-89,20-29,40-49
5843,M,62000,2,4,5,55,2,2,1,20-29,20-24,0-4,5-9,80-89,40-49,10-19,50-59
5844,F,91000,2,2,3,120,20,1,1,80+,5-9,0-4,0-4,60-69,60-69,30-39,30-39
5845,M,50000,4,2,4,217,13,2,2,20-29,15-19,5-9,5-9,50-59,90-100,40-49,40-49
5846,M,67000,2,4,6,128,11,3,2,20-29,10-14,5-9,0-4,60-69,30-39,50-59,30-39
5847,M,31000,0,2,3,6,3,1,1,11-19,0-4,0-4,0-4,60-69,0-9,90-100,50-59
5848,M,89000,4,2,4,202,25,1,2,50-59,5-9,0-4,5-9,50-59,90-100,20-29,50-59
5849,M,79000,2,3,4,204,22,3,0,60-69,5-9,5-9,0-4,70-79,50-59,0-9,40-49
5850,M,59000,0,3,5,20,2,1,2,30-39,5-9,0-4,0-4,60-69,0-9,50-59,90-100
5851,F,89000,3,4,4,75,25,1,2,40-49,0-4,0-4,5-9,90-100,70-79,30-39,30-39
5852,F,57000,3,3,5,188,15,2,2,70-79,10-14,0-4,5-9,60-69,60-69,30-39,50-59
5853,F,65000,0,5,6,15,1,1,1,70-79,5-9,0-4,5-9,80-89,0-9,10-19,20-29
5854,F,57000,2,3,4,108,13,1,1,50-59,5-9,0-4,0-4,70-79,50-59,30-39,30-39
5855,M,66000,3,4,4,51,17,2,2,70-79,0-4,5-9,5-9,90-100,70-79,40-49,30-39
5856,M,75000,1,2,4,21,4,2,1,60-69,5-9,0-4,0-4,50-59,20-29,30-39,50-59
5857,F,37000,1,3,4,17,2,0,2,20-29,5-9,0-4,5-9,70-79,20-29,20-29,50-59
5858,M,71000,1,1,3,149,18,1,0,70-79,5-9,0-4,0-4,30-39,30-39,0-9,30-39
5859,F,58000,2,3,4,70,3,0,2,60-69,15-19,0-4,5-9,70-79,50-59,20-29,30-39
5860,F,78000,2,5,5,63,31,3,1,50-59,0-4,5-9,5-9,90-100,40-49,20-29,40-49
5861,F,85000,2,1,3,140,23,2,1,70-79,5-9,0-4,0-4,30-39,60-69,50-59,50-59
5862,M,38000,1,3,4,18,6,1,2,50-59,0-4,0-4,0-4,70-79,20-29,50-59,50-59
5863,M,42000,1,3,4,24,2,1,2,80+,10-14,0-4,0-4,70-79,20-29,50-59,50-59
5864,F,112000,2,3,5,51,25,1,1,80+,0-4,5-9,0-4,60-69,40-49,30-39,20-29
5865,F,88000,4,3,4,225,25,2,2,70-79,5-9,5-9,5-9,70-79,90-100,40-49,30-39
5866,F,72000,3,3,4,173,19,2,1,70-79,5-9,5-9,0-4,70-79,70-79,20-29,30-39
5867,M,62000,4,3,4,208,16,2,2,30-39,10-14,5-9,5-9,70-79,90-100,40-49,30-39
5868,M,42000,0,4,4,17,2,1,0,70-79,5-9,0-4,0-4,90-100,0-9,0-9,20-29
5869,F,111000,5,4,6,312,26,2,3,60-69,10-14,5-9,5-9,60-69,80-89,30-39,20-29
5870,F,81000,1,1,3,130,26,0,2,50-59,5-9,0-4,0-4,30-39,30-39,50-59,20-29
5871,M,34000,0,4,6,6,2,2,1,40-49,0-4,0-4,0-4,60-69,0-9,20-29,60-69
5872,M,60000,0,6,6,23,11,1,2,70-79,0-4,0-4,5-9,90-100,0-9,30-39,20-29
5873,F,97000,2,2,2,103,20,1,1,80+,5-9,0-4,0-4,90-100,90-100,30-39,30-39
5874,M,43000,0,3,4,14,4,3,0,70-79,0-4,5-9,0-4,70-79,0-9,0-9,40-49
5875,M,53000,4,6,6,248,12,2,1,70-79,20-24,5-9,0-4,90-100,60-69,30-39,20-29
5876,M,35000,3,3,4,90,9,1,2,20-29,10-14,0-4,5-9,70-79,70-79,40-49,30-39
5877,M,74000,4,5,5,298,19,0,3,50-59,15-19,0-4,10-14,90-100,80-89,20-29,30-39
5878,M,61000,2,4,4,67,11,2,1,70-79,5-9,5-9,0-4,90-100,50-59,30-39,40-49
5879,M,34000,1,1,3,84,28,0,3,50-59,0-4,0-4,5-9,30-39,30-39,60-69,40-49
5880,M,95000,5,4,6,231,28,2,2,80+,5-9,5-9,5-9,60-69,80-89,20-29,30-39
5881,F,44000,4,3,5,154,10,3,1,30-39,15-19,5-9,0-4,60-69,80-89,50-59,30-39
5882,F,54000,2,3,5,21,3,0,4,20-29,5-9,0-4,5-9,60-69,40-49,50-59,30-39
5883,F,38000,1,3,4,95,7,1,1,80+,10-14,0-4,0-4,70-79,20-29,30-39,50-59
5884,F,88000,3,4,4,125,20,2,1,50-59,5-9,5-9,0-4,90-100,70-79,30-39,30-39
5885,M,50000,1,2,3,72,12,0,1,60-69,5-9,0-4,0-4,60-69,30-39,20-29,30-39
5886,M,70000,4,4,4,193,17,2,1,50-59,10-14,5-9,5-9,90-100,90-100,10-19,30-39
5887,M,74000,1,2,3,177,22,2,0,30-39,5-9,0-4,0-4,60-69,30-39,0-9,50-59
5888,M,50000,3,4,5,71,10,2,2,50-59,5-9,0-4,5-9,80-89,60-69,30-39,50-59
5889,M,36000,0,2,2,12,1,1,0,20-29,5-9,0-4,0-4,90-100,0-9,0-9,20-29
5890,M,32000,2,3,4,90,6,2,2,20-29,10-14,5-9,0-4,70-79,50-59,50-59,40-49
5891,F,71000,3,2,4,49,16,1,2,80+,0-4,0-4,5-9,50-59,70-79,30-39,30-39
5892,M,44000,0,2,4,14,2,1,3,20-29,5-9,0-4,5-9,50-59,0-9,60-69,90-100
5893,F,40000,2,4,6,82,11,0,4,40-49,5-9,0-4,5-9,60-69,30-39,40-49,50-59
5894,F,52000,0,2,3,35,3,1,1,20-29,10-14,0-4,0-4,60-69,0-9,90-100,20-29
5895,F,47000,1,3,5,37,4,2,2,50-59,5-9,5-9,0-4,60-69,20-29,60-69,40-49
5896,M,97000,3,4,4,189,27,1,1,60-69,5-9,5-9,0-4,90-100,70-79,30-39,10-19
5897,F,43000,3,3,4,117,11,1,1,60-69,10-14,5-9,0-4,70-79,70-79,30-39,10-19
5898,F,49000,2,1,3,103,14,1,1,40-49,5-9,0-4,0-4,30-39,60-69,50-59,30-39
5899,F,82000,4,3,5,240,20,2,2,50-59,10-14,5-9,5-9,60-69,80-89,40-49,30-39
5900,M,51000,5,4,5,207,12,0,3,30-39,15-19,0-4,10-14,80-89,90-100,20-29,30-39
5901,F,31000,1,3,4,41,8,1,0,70-79,5-9,0-4,0-4,70-79,20-29,0-9,20-29
5902,M,77000,3,3,4,126,21,0,3,40-49,5-9,0-4,5-9,70-79,70-79,30-39,20-29
5903,M,32000,3,3,3,118,7,2,1,60-69,15-19,5-9,0-4,90-100,90-100,30-39,30-39
5904,F,70000,0,2,4,40,20,1,0,60-69,0-4,0-4,0-4,50-59,0-9,0-9,90-100
5905,F,110000,4,5,5,1151,164,1,1,50-59,5-9,5-9,5-9,90-100,80-89,10-19,20-29
5906,F,53000,1,2,3,88,14,1,0,11-19,5-9,0-4,0-4,60-69,30-39,0-9,30-39
5907,M,48000,0,2,3,4,1,2,1,60-69,0-4,0-4,0-4,60-69,0-9,90-100,50-59
5908,M,83000,4,3,5,138,23,2,2,50-59,5-9,5-9,5-9,60-69,80-89,40-49,30-39
5909,F,50000,0,5,5,6,6,1,1,50-59,0-4,0-4,0-4,90-100,0-9,20-29,50-59
5910,F,76000,1,2,2,84,21,1,0,50-59,0-4,0-4,0-4,90-100,50-59,0-9,30-39
5911,F,97000,2,1,3,159,26,2,1,60-69,5-9,0-4,0-4,30-39,60-69,50-59,50-59
5912,M,62000,1,3,4,48,12,3,0,40-49,0-4,5-9,0-4,70-79,20-29,0-9,30-39
5913,F,93000,2,2,3,49,24,3,0,70-79,0-4,5-9,0-4,60-69,60-69,0-9,40-49
5914,M,47000,5,4,6,214,11,2,2,40-49,15-19,5-9,5-9,60-69,80-89,40-49,20-29
5915,F,37000,2,3,5,24,8,3,2,70-79,0-4,5-9,5-9,60-69,40-49,40-49,60-69
5916,F,75000,2,3,5,108,18,2,1,60-69,5-9,0-4,0-4,60-69,40-49,30-39,50-59
5917,F,80000,2,3,3,149,21,0,1,70-79,5-9,0-4,5-9,90-100,60-69,10-19,50-59
5918,M,67000,0,4,4,33,4,1,0,20-29,5-9,5-9,0-4,90-100,0-9,0-9,10-19
5919,F,74000,2,2,4,64,16,0,2,60-69,0-4,0-4,5-9,50-59,50-59,30-39,10-19
5920,F,62000,5,6,6,170,15,2,2,60-69,10-14,5-9,5-9,90-100,80-89,20-29,30-39
5921,M,52000,4,5,5,71,8,1,3,50-59,5-9,0-4,10-14,90-100,80-89,20-29,50-59
5922,M,89000,2,3,4,27,27,1,1,40-49,0-4,0-4,0-4,70-79,50-59,20-29,30-39
5923,F,84000,2,4,5,125,25,2,2,60-69,5-9,0-4,5-9,80-89,40-49,40-49,50-59
5924,M,38000,2,2,4,84,7,1,2,60-69,10-14,0-4,5-9,50-59,50-59,40-49,50-59
5925,M,63000,1,3,3,35,17,1,1,60-69,0-4,0-4,0-4,90-100,30-39,50-59,30-39
5926,M,65000,2,5,5,21,3,1,2,70-79,5-9,5-9,5-9,90-100,40-49,40-49,20-29
5927,M,65000,0,4,4,20,2,3,1,60-69,5-9,5-9,0-4,90-100,0-9,50-59,50-59
5928,M,72000,4,4,5,133,22,1,2,80+,5-9,0-4,5-9,80-89,80-89,20-29,30-39
5929,F,101000,2,2,3,144,28,0,2,70-79,5-9,0-4,5-9,60-69,60-69,40-49,30-39
5930,M,83000,3,2,5,111,18,2,2,60-69,5-9,5-9,5-9,40-49,60-69,40-49,40-49
5931,M,66000,5,3,5,99,14,2,1,20-29,5-9,5-9,5-9,60-69,90-100,10-19,40-49
5932,F,89000,3,4,4,261,21,2,1,30-39,10-14,5-9,0-4,90-100,70-79,30-39,30-39
5933,M,65000,4,5,5,142,15,2,1,40-49,5-9,5-9,0-4,90-100,80-89,30-39,20-29
5934,F,103000,1,1,1,110,22,1,0,80+,5-9,0-4,0-4,90-100,90-100,0-9,30-39
5935,M,66000,1,3,5,73,3,2,1,60-69,15-19,5-9,0-4,60-69,20-29,30-39,30-39
5936,F,73000,0,5,5,52,17,0,3,40-49,0-4,0-4,10-14,90-100,0-9,30-39,30-39
5937,M,54000,5,3,6,225,14,2,3,70-79,15-19,5-9,5-9,50-59,80-89,50-59,30-39
5938,F,66000,3,5,6,273,17,3,0,50-59,15-19,5-9,0-4,80-89,50-59,0-9,30-39
5939,M,60000,2,5,5,56,14,1,2,40-49,0-4,0-4,5-9,90-100,40-49,20-29,50-59
5940,M,56000,1,3,3,34,11,2,1,70-79,0-4,5-9,0-4,90-100,30-39,50-59,40-49
5941,F,59000,3,4,4,74,14,1,1,50-59,5-9,0-4,5-9,90-100,70-79,10-19,50-59
5942,F,45000,1,4,5,38,3,1,2,60-69,10-14,0-4,5-9,80-89,20-29,40-49,50-59
5943,M,71000,3,3,5,201,18,0,4,60-69,10-14,0-4,5-9,60-69,60-69,40-49,50-59
5944,F,53000,4,4,5,150,13,2,2,40-49,10-14,5-9,5-9,80-89,80-89,20-29,40-49
5945,M,47000,1,4,6,14,2,1,2,70-79,5-9,0-4,5-9,60-69,10-19,30-39,30-39
5946,F,46000,0,2,5,1,1,1,2,20-29,0-4,0-4,0-4,40-49,0-9,90-100,50-59
5947,F,87000,4,5,5,214,23,1,2,40-49,5-9,5-9,5-9,90-100,80-89,30-39,10-19
5948,F,35000,0,3,4,22,2,1,2,40-49,10-14,0-4,0-4,70-79,0-9,50-59,50-59
5949,M,61000,1,4,6,36,2,2,2,30-39,10-14,5-9,0-4,60-69,10-19,50-59,30-39
5950,M,32000,1,4,4,59,8,1,1,80+,5-9,0-4,0-4,90-100,20-29,30-39,50-59
5951,F,75000,4,4,6,241,26,0,3,70-79,5-9,0-4,10-14,60-69,60-69,20-29,50-59
5952,M,96000,3,6,6,71,23,3,2,50-59,0-4,5-9,5-9,90-100,50-59,40-49,30-39
5953,F,73000,1,2,4,34,5,1,1,30-39,5-9,0-4,0-4,50-59,20-29,30-39,50-59
5954,F,81000,4,4,4,303,21,2,2,80+,10-14,5-9,5-9,90-100,90-100,30-39,30-39
5955,F,88000,4,6,6,95,19,3,1,70-79,5-9,10-14,0-4,90-100,60-69,30-39,20-29
5956,F,74000,1,3,5,43,14,1,2,60-69,0-4,5-9,0-4,60-69,20-29,50-59,20-29
5957,F,43000,0,2,3,17,2,2,0,70-79,5-9,0-4,0-4,60-69,0-9,0-9,50-59
5958,M,34000,3,4,5,61,2,1,3,70-79,25-29,0-4,5-9,80-89,60-69,40-49,30-39
5959,M,116000,5,2,6,248,31,2,3,50-59,5-9,5-9,5-9,30-39,80-89,40-49,40-49
5960,F,34000,3,3,4,34,5,3,1,70-79,5-9,5-9,0-4,70-79,70-79,50-59,30-39
5961,M,54000,4,4,4,97,16,2,1,40-49,5-9,5-9,0-4,90-100,90-100,30-39,20-29
5962,M,66000,2,1,3,127,15,1,2,70-79,5-9,0-4,0-4,30-39,60-69,60-69,30-39
5963,M,57000,5,5,5,180,12,3,1,70-79,15-19,10-14,0-4,90-100,90-100,30-39,20-29
5964,M,49000,3,2,4,98,12,2,1,11-19,5-9,5-9,0-4,50-59,70-79,50-59,40-49
5965,F,118000,3,3,4,354,29,2,1,60-69,10-14,5-9,0-4,70-79,70-79,30-39,30-39
5966,F,117000,4,2,5,102,20,2,2,50-59,5-9,5-9,5-9,40-49,80-89,40-49,40-49
5967,M,42000,1,5,5,15,5,2,0,70-79,0-4,5-9,0-4,90-100,20-29,0-9,20-29
5968,M,68000,0,2,5,2,1,1,2,20-29,0-4,0-4,0-4,40-49,0-9,60-69,50-59
5969,F,46000,0,4,5,10,1,1,2,20-29,5-9,0-4,0-4,80-89,0-9,60-69,20-29
5970,M,71000,2,3,4,25,3,2,2,50-59,5-9,5-9,0-4,70-79,50-59,50-59,40-49
5971,M,73000,4,5,5,104,14,2,2,50-59,5-9,5-9,5-9,90-100,80-89,30-39,30-39
5972,M,78000,4,5,5,304,23,1,3,60-69,10-14,0-4,10-14,90-100,80-89,20-29,30-39
5973,F,105000,2,2,3,130,32,1,2,70-79,0-4,0-4,5-9,60-69,60-69,30-39,90-100
5974,M,55000,3,3,5,220,12,0,3,70-79,15-19,0-4,5-9,60-69,60-69,30-39,90-100
5975,M,62000,1,3,4,21,3,1,2,70-79,5-9,0-4,0-4,70-79,20-29,50-59,50-59
5976,M,55000,1,4,4,33,4,2,1,30-39,5-9,0-4,5-9,90-100,20-29,20-29,50-59
5977,M,40000,0,2,3,5,2,2,1,20-29,0-4,0-4,0-4,60-69,0-9,50-59,60-69
5978,M,68000,4,5,5,125,15,2,1,40-49,5-9,5-9,5-9,90-100,80-89,10-19,30-39
5979,F,70000,1,1,4,19,9,1,2,50-59,0-4,0-4,0-4,20-29,20-29,50-59,50-59
5980,F,98000,4,4,5,185,26,2,1,50-59,5-9,5-9,5-9,80-89,80-89,20-29,30-39
5981,F,55000,4,5,5,207,14,3,1,30-39,10-14,5-9,0-4,90-100,80-89,30-39,30-39
5982,F,107000,5,5,5,195,27,2,2,60-69,5-9,5-9,5-9,90-100,90-100,30-39,20-29
5983,F,36000,4,6,6,98,12,2,1,30-39,5-9,5-9,0-4,90-100,60-69,30-39,20-29
5984,F,43000,3,3,5,118,11,1,2,11-19,10-14,0-4,0-4,60-69,60-69,50-59,30-39
5985,M,32000,1,4,4,44,2,2,1,20-29,15-19,5-9,0-4,90-100,20-29,30-39,30-39
5986,M,45000,3,2,5,94,10,2,1,20-29,5-9,5-9,0-4,40-49,60-69,30-39,30-39
5987,M,114000,3,3,5,257,28,2,3,50-59,5-9,0-4,5-9,60-69,60-69,40-49,50-59
5988,M,83000,4,4,4,211,19,1,2,60-69,10-14,0-4,5-9,90-100,90-100,20-29,30-39
5989,F,69000,2,4,4,233,17,1,1,40-49,10-14,0-4,0-4,90-100,50-59,30-39,30-39
5990,F,47000,3,4,4,247,11,2,0,40-49,20-24,5-9,0-4,90-100,70-79,0-9,20-29
5991,F,96000,5,4,5,236,23,2,3,70-79,10-14,5-9,5-9,80-89,90-100,30-39,30-39
5992,M,57000,2,3,3,127,12,2,1,60-69,10-14,5-9,0-4,90-100,60-69,30-39,40-49
5993,M,74000,4,4,4,153,19,2,2,40-49,5-9,5-9,5-9,90-100,90-100,30-39,30-39
5994,M,31000,0,1,3,144,14,1,0,30-39,10-14,0-4,0-4,30-39,0-9,0-9,50-59
5995,M,50000,2,1,4,60,12,1,2,70-79,5-9,0-4,5-9,20-29,50-59,40-49,90-100
5996,M,56000,2,3,3,81,5,2,1,60-69,15-19,5-9,0-4,90-100,60-69,30-39,40-49
5997,F,99000,3,4,5,286,26,1,2,60-69,10-14,0-4,5-9,80-89,60-69,30-39,30-39
5998,M,48000,5,2,5,188,12,2,1,40-49,15-19,5-9,0-4,40-49,90-100,20-29,20-29
5999,M,89000,3,4,4,222,24,0,2,70-79,5-9,0-4,5-9,90-100,70-79,20-29,20-29
6000,F,85000,3,2,5,94,23,1,3,80+,0-4,0-4,5-9,40-49,60-69,30-39,90-100
6001,M,33000,0,3,4,5,1,1,1,40-49,0-4,0-4,0-4,70-79,0-9,50-59,50-59
6002,M,46000,5,5,6,224,10,1,3,50-59,20-24,0-4,10-14,80-89,80-89,20-29,30-39
6003,M,51000,2,5,5,36,18,1,1,60-69,0-4,5-9,0-4,90-100,40-49,30-39,10-19
6004,M,33000,1,2,5,18,3,2,2,70-79,5-9,0-4,0-4,40-49,20-29,50-59,60-69
6005,M,44000,0,5,6,10,1,2,1,20-29,5-9,5-9,0-4,80-89,0-9,50-59,30-39
6006,F,35000,3,5,5,143,8,1,2,60-69,15-19,0-4,5-9,90-100,60-69,30-39,30-39
6007,M,58000,2,3,4,15,1,1,2,60-69,5-9,0-4,5-9,70-79,50-59,20-29,50-59
6008,M,65000,3,4,5,179,16,1,2,80+,10-14,0-4,5-9,80-89,60-69,30-39,50-59
6009,M,38000,2,3,5,43,2,3,1,50-59,15-19,5-9,0-4,60-69,40-49,30-39,50-59
6010,M,59000,1,3,5,68,3,3,2,30-39,20-24,5-9,0-4,60-69,20-29,50-59,60-69
